행정구역,2024년01월_계_총인구수,2024년01월_계_연령구간인구수,2024년01월_계_0~9세,2024년01월_계_10~19세,2024년01월_계_20~29세,2024년01월_계_30~39세,2024년01월_계_40~49세,2024년01월_계_50~59세,2024년01월_계_60~69세,2024년01월_계_70~79세,2024년01월_계_80~89세,2024년01월_계_90~99세,2024년01월_계_100세 이상,2024년01월_남_총인구수,2024년01월_남_연령구간인구수,2024년01월_남_0~9세,2024년01월_남_10~19세,2024년01월_남_20~29세,2024년01월_남_30~39세,2024년01월_남_40~49세,2024년01월_남_50~59세,2024년01월_남_60~69세,2024년01월_남_70~79세,2024년01월_남_80~89세,2024년01월_남_90~99세,2024년01월_남_100세 이상,2024년01월_여_총인구수,2024년01월_여_연령구간인구수,2024년01월_여_0~9세,2024년01월_여_10~19세,2024년01월_여_20~29세,2024년01월_여_30~39세,2024년01월_여_40~49세,2024년01월_여_50~59세,2024년01월_여_60~69세,2024년01월_여_70~79세,2024년01월_여_80~89세,2024년01월_여_90~99세,2024년01월_여_100세 이상
전북특별자치도 김제시 봉남면(5221043000),"2,169","2,169",82,84,102,110,199,297,490,378,365,59,3,"1,059","1,059",49,42,57,57,132,184,257,161,106,14,0,"1,110","1,110",33,42,45,53,67,113,233,217,259,45,3
전북특별자치도 김제시 황산면(5221044000),"1,881","1,881",43,78,106,101,137,351,434,283,296,50,2,977,977,22,41,67,57,90,221,249,122,99,9,0,904,904,21,37,39,44,47,130,185,161,197,41,2
전북특별자치도 김제시 금산면(5221045000),"4,545","4,545",100,215,264,260,400,803,"1,124",737,537,98,7,"2,305","2,305",47,130,153,144,236,455,602,341,175,22,0,"2,240","2,240",53,85,111,116,164,348,522,396,362,76,7
전북특별자치도 김제시 광활면(5221046000),"1,292","1,292",39,56,68,67,116,202,274,251,191,28,0,662,662,21,22,46,34,82,127,147,111,67,5,0,630,630,18,34,22,33,34,75,127,140,124,23,0
전북특별자치도 김제시 요촌동(5221051000),"10,907","10,907",621,972,"1,183","1,000","1,468","1,802","1,846","1,196",687,129,3,"5,425","5,425",322,494,648,518,746,966,876,560,264,30,1,"5,482","5,482",299,478,535,482,722,836,970,636,423,99,2
전북특별자치도 김제시 신풍동(5221052000),"12,731","12,731",744,"1,339","1,329","1,159","1,735","2,166","2,015","1,253",852,136,3,"6,201","6,201",384,706,726,588,869,"1,096",997,525,270,38,2,"6,530","6,530",360,633,603,571,866,"1,070","1,018",728,582,98,1
전북특별자치도 김제시 검산동(5221054000),"11,975","11,975",809,"1,307","1,482","1,296","1,721","2,065","1,688",926,566,112,3,"5,879","5,879",413,655,828,633,856,"1,081",827,386,180,19,1,"6,096","6,096",396,652,654,663,865,984,861,540,386,93,2
전북특별자치도 김제시 교월동(5221058000),"6,243","6,243",372,485,482,536,717,953,"1,189",844,553,107,5,"3,124","3,124",187,247,280,273,394,538,604,392,188,21,0,"3,119","3,119",185,238,202,263,323,415,585,452,365,86,5
전북특별자치도 완주군 (5271000000),"98,272","98,272","6,216","8,681","9,193","10,583","13,650","16,595","16,808","9,547","5,961","1,007",31,"50,377","50,377","3,119","4,489","5,119","5,515","7,317","9,078","8,824","4,683","2,024",206,3,"47,895","47,895","3,097","4,192","4,074","5,068","6,333","7,517","7,984","4,864","3,937",801,28
전북특별자치도 완주군 삼례읍(5271025000),"20,639","20,639","1,742","1,599","2,402","3,228","2,806","2,984","2,923","1,719","1,041",192,3,"10,654","10,654",880,805,"1,257","1,717","1,574","1,685","1,542",804,348,42,0,"9,985","9,985",862,794,"1,145","1,511","1,232","1,299","1,381",915,693,150,3
전북특별자치도 완주군 봉동읍(5271025300),"24,464","24,464","1,863","3,189","2,486","2,520","4,364","4,005","3,186","1,734",956,156,5,"12,693","12,693",936,"1,658","1,479","1,311","2,278","2,204","1,634",829,329,34,1,"11,771","11,771",927,"1,531","1,007","1,209","2,086","1,801","1,552",905,627,122,4
전북특별자치도 완주군 용진읍(5271025600),"10,426","10,426",553,720,"1,025","1,304","1,262","1,965","1,910",988,611,84,4,"5,265","5,265",274,379,569,683,652,"1,028",970,490,204,15,1,"5,161","5,161",279,341,456,621,610,937,940,498,407,69,3
전북특별자치도 완주군 상관면(5271032000),"4,096","4,096",175,353,296,263,529,779,835,517,296,51,2,"2,101","2,101",100,175,170,145,271,424,443,254,106,13,0,"1,995","1,995",75,178,126,118,258,355,392,263,190,38,2
전북특별자치도 완주군 이서면(5271033000),"14,903","14,903","1,252","1,511","1,439","2,029","2,679","2,429","1,916","1,007",545,91,5,"7,453","7,453",619,782,738,978,"1,385","1,278",968,488,192,25,0,"7,450","7,450",633,729,701,"1,051","1,294","1,151",948,519,353,66,5
전북특별자치도 완주군 소양면(5271034000),"5,704","5,704",156,290,416,330,470,"1,063","1,478",864,539,95,3,"2,940","2,940",81,145,246,181,280,568,773,452,200,13,1,"2,764","2,764",75,145,170,149,190,495,705,412,339,82,2
전북특별자치도 완주군 구이면(5271035000),"5,518","5,518",143,299,454,309,457,"1,127","1,415",752,490,69,3,"2,808","2,808",64,151,263,165,233,599,788,377,163,5,0,"2,710","2,710",79,148,191,144,224,528,627,375,327,64,3
전북특별자치도 완주군 고산면(5271036000),"4,325","4,325",175,268,269,254,439,784,975,630,456,73,2,"2,238","2,238",94,138,171,142,252,456,526,304,140,15,0,"2,087","2,087",81,130,98,112,187,328,449,326,316,58,2
전북특별자치도 완주군 비봉면(5271037000),"1,769","1,769",34,102,99,78,147,315,439,289,216,49,1,913,913,17,59,52,42,85,179,241,150,78,10,0,856,856,17,43,47,36,62,136,198,139,138,39,1
전북특별자치도 완주군 운주면(5271038000),"1,892","1,892",35,59,59,80,144,359,518,350,244,44,0,953,953,20,35,33,46,93,196,261,181,77,11,0,939,939,15,24,26,34,51,163,257,169,167,33,0
전북특별자치도 완주군 화산면(5271039000),"2,544","2,544",51,222,143,97,238,408,599,396,320,68,2,"1,333","1,333",18,125,79,60,140,253,333,202,108,15,0,"1,211","1,211",33,97,64,37,98,155,266,194,212,53,2
전북특별자치도 완주군 동상면(5271040000),"1,042","1,042",29,37,64,50,58,208,349,128,100,19,0,537,537,12,20,34,20,39,111,208,60,30,3,0,505,505,17,17,30,30,19,97,141,68,70,16,0
전북특별자치도 완주군 경천면(5271041000),950,950,8,32,41,41,57,169,265,173,147,16,1,489,489,4,17,28,25,35,97,137,92,49,5,0,461,461,4,15,13,16,22,72,128,81,98,11,1
전북특별자치도 진안군 (5272000000),"24,455","24,455",915,"1,564","1,622","1,386","2,216","4,266","5,584","3,717","2,712",458,15,"12,493","12,493",470,817,931,675,"1,265","2,430","3,048","1,826",942,88,1,"11,962","11,962",445,747,691,711,951,"1,836","2,536","1,891","1,770",370,14
전북특별자치도 진안군 진안읍(5272025000),"9,709","9,709",510,797,837,721,"1,117","1,680","1,805","1,227",860,153,2,"4,917","4,917",257,403,472,334,629,957,936,599,294,36,0,"4,792","4,792",253,394,365,387,488,723,869,628,566,117,2
전북특별자치도 진안군 용담면(5272031000),843,843,6,24,28,17,52,158,277,170,97,14,0,413,413,3,14,13,9,28,84,144,84,33,1,0,430,430,3,10,15,8,24,74,133,86,64,13,0
전북특별자치도 진안군 안천면(5272032000),"1,050","1,050",29,63,47,41,83,168,267,169,149,34,0,509,509,14,29,32,20,44,88,136,85,54,7,0,541,541,15,34,15,21,39,80,131,84,95,27,0
전북특별자치도 진안군 동향면(5272033000),"1,332","1,332",32,82,55,54,81,231,354,224,185,32,2,649,649,17,40,26,23,39,139,190,120,48,6,1,683,683,15,42,29,31,42,92,164,104,137,26,1
전북특별자치도 진안군 상전면(5272034000),830,830,26,40,35,33,60,168,207,128,121,11,1,415,415,10,17,21,14,31,96,116,68,39,3,0,415,415,16,23,14,19,29,72,91,60,82,8,1
전북특별자치도 진안군 백운면(5272035000),"1,915","1,915",53,89,121,97,158,339,476,313,224,43,2,"1,021","1,021",28,48,75,56,102,193,278,146,90,5,0,894,894,25,41,46,41,56,146,198,167,134,38,2
전북특별자치도 진안군 성수면(5272036000),"1,694","1,694",44,70,96,75,128,279,438,301,225,36,2,873,873,22,42,51,40,84,157,261,145,66,5,0,821,821,22,28,45,35,44,122,177,156,159,31,2
전북특별자치도 진안군 마령면(5272037000),"1,720","1,720",50,73,87,92,116,297,384,331,255,34,1,894,894,33,38,55,47,68,172,221,158,96,6,0,826,826,17,35,32,45,48,125,163,173,159,28,1
전북특별자치도 진안군 부귀면(5272038000),"2,871","2,871",94,215,197,163,246,518,718,417,248,52,3,"1,509","1,509",45,118,115,84,135,303,393,218,87,11,0,"1,362","1,362",49,97,82,79,111,215,325,199,161,41,3
전북특별자치도 진안군 정천면(5272039000),"1,035","1,035",51,61,51,51,87,173,269,147,126,19,0,548,548,32,37,35,23,48,97,147,77,49,3,0,487,487,19,24,16,28,39,76,122,70,77,16,0
전북특별자치도 진안군 주천면(5272040000),"1,456","1,456",20,50,68,42,88,255,389,290,222,30,2,745,745,9,31,36,25,57,144,226,126,86,5,0,711,711,11,19,32,17,31,111,163,164,136,25,2
전북특별자치도 무주군 (5273000000),"23,223","23,223",844,"1,716","1,523","1,439","2,468","4,025","5,015","3,192","2,571",414,16,"11,622","11,622",449,868,860,779,"1,343","2,264","2,658","1,431",870,98,2,"11,601","11,601",395,848,663,660,"1,125","1,761","2,357","1,761","1,701",316,14
전북특별자치도 무주군 무주읍(5273025000),"9,348","9,348",547,"1,010",787,811,"1,326","1,585","1,477",982,699,115,9,"4,680","4,680",297,511,442,409,684,889,754,423,244,27,0,"4,668","4,668",250,499,345,402,642,696,723,559,455,88,9
전북특별자치도 무주군 무풍면(5273031000),"2,111","2,111",39,80,89,110,161,362,589,350,285,45,1,"1,065","1,065",22,47,53,63,104,191,314,174,85,11,1,"1,046","1,046",17,33,36,47,57,171,275,176,200,34,0
전북특별자치도 무주군 설천면(5273032000),"3,836","3,836",100,242,291,185,399,742,888,522,405,60,2,"1,925","1,925",48,133,159,100,215,419,470,227,134,20,0,"1,911","1,911",52,109,132,85,184,323,418,295,271,40,2
전북특별자치도 무주군 적상면(5273033000),"2,518","2,518",47,113,116,96,176,449,626,431,390,72,2,"1,258","1,258",27,50,71,64,100,250,351,189,136,19,1,"1,260","1,260",20,63,45,32,76,199,275,242,254,53,1
전북특별자치도 무주군 안성면(5273034000),"4,046","4,046",94,229,199,175,316,674,"1,048",632,593,85,1,"2,004","2,004",47,107,111,104,188,385,558,290,200,14,0,"2,042","2,042",47,122,88,71,128,289,490,342,393,71,1
전북특별자치도 무주군 부남면(5273035000),"1,364","1,364",17,42,41,62,90,213,387,275,199,37,1,690,690,8,20,24,39,52,130,211,128,71,7,0,674,674,9,22,17,23,38,83,176,147,128,30,1
전북특별자치도 장수군 (5274000000),"20,951","20,951",818,"1,548","1,357","1,186","2,134","3,569","4,467","3,132","2,366",363,11,"10,515","10,515",420,803,785,615,"1,202","1,997","2,340","1,505",748,99,1,"10,436","10,436",398,745,572,571,932,"1,572","2,127","1,627","1,618",264,10
전북특별자치도 장수군 장수읍(5274025000),"7,030","7,030",382,728,581,515,906,"1,145","1,264",863,556,87,3,"3,482","3,482",206,344,321,253,488,636,625,400,186,22,1,"3,548","3,548",176,384,260,262,418,509,639,463,370,65,2
전북특별자치도 장수군 산서면(5274031000),"1,971","1,971",61,110,96,78,149,342,411,353,321,50,0,990,990,28,63,52,50,94,190,224,165,107,17,0,981,981,33,47,44,28,55,152,187,188,214,33,0
전북특별자치도 장수군 번암면(5274032000),"2,190","2,190",53,103,87,83,151,363,550,442,311,44,3,"1,115","1,115",29,63,50,46,91,215,284,225,101,11,0,"1,075","1,075",24,40,37,37,60,148,266,217,210,33,3
전북특별자치도 장수군 장계면(5274033500),"4,202","4,202",186,355,285,267,480,776,830,518,435,67,3,"2,131","2,131",89,196,177,131,264,430,449,247,131,17,0,"2,071","2,071",97,159,108,136,216,346,381,271,304,50,3
전북특별자치도 장수군 천천면(5274034000),"2,008","2,008",39,67,115,85,150,325,530,377,278,40,2,984,984,17,40,66,47,87,171,284,180,77,15,0,"1,024","1,024",22,27,49,38,63,154,246,197,201,25,2
전북특별자치도 장수군 계남면(5274035000),"2,048","2,048",63,114,121,100,176,377,472,345,243,37,0,"1,029","1,029",33,60,69,59,96,215,251,159,81,6,0,"1,019","1,019",30,54,52,41,80,162,221,186,162,31,0
전북특별자치도 장수군 계북면(5274036000),"1,502","1,502",34,71,72,58,122,241,410,234,222,38,0,784,784,18,37,50,29,82,140,223,129,65,11,0,718,718,16,34,22,29,40,101,187,105,157,27,0
전북특별자치도 임실군 (5275000000),"25,884","25,884","1,093","1,431","1,701","1,654","2,289","4,321","5,603","3,992","3,236",549,15,"13,331","13,331",577,747,"1,007",880,"1,379","2,504","3,126","1,906","1,067",136,2,"12,553","12,553",516,684,694,774,910,"1,817","2,477","2,086","2,169",413,13
전북특별자치도 임실군 임실읍(5275025000),"7,157","7,157",565,721,648,739,939,"1,084","1,082",734,550,95,0,"3,639","3,639",304,370,362,397,514,591,569,335,174,23,0,"3,518","3,518",261,351,286,342,425,493,513,399,376,72,0
전북특별자치도 임실군 청웅면(5275031000),"1,230","1,230",27,40,55,51,86,214,276,228,220,31,2,615,615,14,19,28,25,61,137,157,95,75,3,1,615,615,13,21,27,26,25,77,119,133,145,28,1
전북특별자치도 임실군 운암면(5275032000),"1,561","1,561",40,47,95,67,106,298,456,243,173,35,1,809,809,15,26,60,28,63,169,249,127,62,10,0,752,752,25,21,35,39,43,129,207,116,111,25,1
전북특별자치도 임실군 신평면(5275033000),"1,395","1,395",44,47,74,91,94,213,334,259,203,34,2,733,733,23,29,53,52,68,121,182,131,68,6,0,662,662,21,18,21,39,26,92,152,128,135,28,2
전북특별자치도 임실군 성수면(5275034000),"1,557","1,557",35,55,83,73,115,234,383,278,270,31,0,820,820,17,32,58,46,78,133,212,136,96,12,0,737,737,18,23,25,27,37,101,171,142,174,19,0
전북특별자치도 임실군 오수면(5275035500),"3,414","3,414",81,166,231,174,264,575,817,583,440,81,2,"1,730","1,730",40,94,140,89,161,337,441,270,135,23,0,"1,684","1,684",41,72,91,85,103,238,376,313,305,58,2
전북특별자치도 임실군 신덕면(5275036000),"1,276","1,276",34,42,68,54,88,221,289,242,195,42,1,671,671,19,22,38,26,57,134,176,121,65,12,1,605,605,15,20,30,28,31,87,113,121,130,30,0
전북특별자치도 임실군 삼계면(5275037000),"1,424","1,424",29,47,60,48,98,213,311,315,248,55,0,744,744,16,26,35,27,65,133,177,168,90,7,0,680,680,13,21,25,21,33,80,134,147,158,48,0
전북특별자치도 임실군 관촌면(5275038000),"3,158","3,158",139,145,197,183,246,602,708,505,372,59,2,"1,638","1,638",77,70,116,96,143,353,397,250,121,15,0,"1,520","1,520",62,75,81,87,103,249,311,255,251,44,2
전북특별자치도 임실군 강진면(5275039000),"1,398","1,398",28,32,88,69,101,269,356,211,219,23,2,748,748,18,16,53,38,75,159,220,92,70,7,0,650,650,10,16,35,31,26,110,136,119,149,16,2
전북특별자치도 임실군 덕치면(5275040000),"1,153","1,153",27,42,47,55,69,207,321,194,175,13,3,607,607,9,15,31,32,44,136,193,89,54,4,0,546,546,18,27,16,23,25,71,128,105,121,9,3
전북특별자치도 임실군 지사면(5275041000),"1,161","1,161",44,47,55,50,83,191,270,200,171,50,0,577,577,25,28,33,24,50,101,153,92,57,14,0,584,584,19,19,22,26,33,90,117,108,114,36,0
전북특별자치도 순창군 (5277000000),"26,744","26,744","1,089","2,074","1,997","1,598","2,887","4,439","5,374","3,752","3,073",444,17,"13,136","13,136",551,"1,076","1,111",799,"1,553","2,481","2,840","1,674",940,110,1,"13,608","13,608",538,998,886,799,"1,334","1,958","2,534","2,078","2,133",334,16
전북특별자치도 순창군 순창읍(5277025000),"10,354","10,354",709,"1,318","1,131",844,"1,584","1,712","1,435",948,575,95,3,"5,018","5,018",364,669,611,392,750,940,705,383,182,22,0,"5,336","5,336",345,649,520,452,834,772,730,565,393,73,3
전북특별자치도 순창군 인계면(5277031000),"1,419","1,419",25,60,90,74,107,253,354,212,213,27,4,699,699,7,37,46,36,69,139,195,103,64,3,0,720,720,18,23,44,38,38,114,159,109,149,24,4
전북특별자치도 순창군 동계면(5277032000),"1,908","1,908",30,96,72,76,170,323,433,341,324,39,4,945,945,14,53,45,38,107,181,251,155,92,9,0,963,963,16,43,27,38,63,142,182,186,232,30,4
전북특별자치도 순창군 풍산면(5277033000),"1,621","1,621",43,75,96,67,171,233,331,306,252,47,0,802,802,21,38,57,38,104,139,169,143,83,10,0,819,819,22,37,39,29,67,94,162,163,169,37,0
전북특별자치도 순창군 금과면(5277034000),"1,711","1,711",36,49,101,84,109,307,467,267,244,44,3,873,873,21,27,62,51,71,164,269,128,69,10,1,838,838,15,22,39,33,38,143,198,139,175,34,2
전북특별자치도 순창군 팔덕면(5277035000),"1,371","1,371",34,66,60,82,108,218,338,215,221,29,0,706,706,20,34,38,53,61,136,182,106,69,7,0,665,665,14,32,22,29,47,82,156,109,152,22,0
전북특별자치도 순창군 쌍치면(5277036000),"1,875","1,875",42,100,110,76,130,325,514,298,242,37,1,937,937,18,57,67,38,85,157,290,142,74,9,0,938,938,24,43,43,38,45,168,224,156,168,28,1
전북특별자치도 순창군 복흥면(5277037000),"2,035","2,035",74,139,95,98,159,354,487,332,265,32,0,982,982,33,72,57,49,87,199,250,149,79,7,0,"1,053","1,053",41,67,38,49,72,155,237,183,186,25,0
전북특별자치도 순창군 적성면(5277038000),"1,218","1,218",28,31,78,51,97,192,282,211,219,28,1,587,587,10,14,48,30,55,118,144,93,66,9,0,631,631,18,17,30,21,42,74,138,118,153,19,1
전북특별자치도 순창군 유등면(5277039000),"1,008","1,008",25,41,52,47,81,155,217,204,160,25,1,494,494,18,25,22,18,51,102,112,88,48,10,0,514,514,7,16,30,29,30,53,105,116,112,15,1
전북특별자치도 순창군 구림면(5277040000),"2,224","2,224",43,99,112,99,171,367,516,418,358,41,0,"1,093","1,093",25,50,58,56,113,206,273,184,114,14,0,"1,131","1,131",18,49,54,43,58,161,243,234,244,27,0
전북특별자치도 고창군 (5279000000),"51,701","51,701","2,018","3,837","3,484","3,289","5,274","8,544","10,610","7,718","5,917",970,40,"25,802","25,802","1,066","2,130","2,014","1,757","2,951","4,811","5,413","3,556","1,915",187,2,"25,899","25,899",952,"1,707","1,470","1,532","2,323","3,733","5,197","4,162","4,002",783,38
전북특별자치도 고창군 고창읍(5279025000),"20,622","20,622","1,435","2,465","1,998","1,826","2,813","3,468","3,251","1,976","1,198",182,10,"10,181","10,181",749,"1,351","1,143",902,"1,376","1,759","1,539",885,437,40,0,"10,441","10,441",686,"1,114",855,924,"1,437","1,709","1,712","1,091",761,142,10
전북특별자치도 고창군 고수면(5279031000),"2,277","2,277",30,101,141,117,193,368,546,405,313,63,0,"1,161","1,161",16,57,84,70,114,227,300,190,98,5,0,"1,116","1,116",14,44,57,47,79,141,246,215,215,58,0
전북특별자치도 고창군 아산면(5279032000),"2,506","2,506",49,89,101,135,185,456,613,444,376,55,3,"1,299","1,299",24,57,58,78,127,286,317,217,118,17,0,"1,207","1,207",25,32,43,57,58,170,296,227,258,38,3
전북특별자치도 고창군 무장면(5279033000),"2,633","2,633",55,191,146,119,208,416,566,480,396,54,2,"1,332","1,332",31,119,85,69,128,250,289,216,131,14,0,"1,301","1,301",24,72,61,50,80,166,277,264,265,40,2
전북특별자치도 고창군 공음면(5279034000),"2,315","2,315",35,93,108,115,189,347,540,442,384,58,4,"1,135","1,135",18,45,67,65,118,208,279,201,124,10,0,"1,180","1,180",17,48,41,50,71,139,261,241,260,48,4
전북특별자치도 고창군 상하면(5279035000),"2,281","2,281",53,115,132,113,191,364,524,409,334,42,4,"1,133","1,133",31,67,74,63,126,212,273,196,85,6,0,"1,148","1,148",22,48,58,50,65,152,251,213,249,36,4
전북특별자치도 고창군 해리면(5279036000),"2,540","2,540",47,85,122,88,190,367,634,541,408,55,3,"1,260","1,260",28,39,70,45,128,229,320,262,133,6,0,"1,280","1,280",19,46,52,43,62,138,314,279,275,49,3
전북특별자치도 고창군 성송면(5279037000),"1,677","1,677",25,42,63,67,111,285,415,325,286,57,1,854,854,14,23,44,43,66,186,222,162,83,11,0,823,823,11,19,19,24,45,99,193,163,203,46,1
전북특별자치도 고창군 대산면(5279038000),"3,009","3,009",52,114,126,117,223,482,748,572,495,76,4,"1,489","1,489",30,72,73,67,154,271,403,245,158,15,1,"1,520","1,520",22,42,53,50,69,211,345,327,337,61,3
전북특별자치도 고창군 심원면(5279039000),"2,347","2,347",52,90,121,133,192,443,579,374,321,42,0,"1,191","1,191",27,49,67,80,131,263,295,165,108,6,0,"1,156","1,156",25,41,54,53,61,180,284,209,213,36,0
전북특별자치도 고창군 흥덕면(5279040000),"2,934","2,934",74,131,151,152,235,495,714,490,413,75,4,"1,455","1,455",38,69,89,89,143,283,379,226,126,13,0,"1,479","1,479",36,62,62,63,92,212,335,264,287,62,4
전북특별자치도 고창군 성내면(5279041000),"1,840","1,840",29,70,79,87,149,287,441,350,276,72,0,969,969,15,47,54,56,101,172,244,168,94,18,0,871,871,14,23,25,31,48,115,197,182,182,54,0
전북특별자치도 고창군 신림면(5279042000),"2,068","2,068",35,77,106,101,155,340,479,386,323,65,1,"1,016","1,016",17,43,53,55,89,209,253,182,103,12,0,"1,052","1,052",18,34,53,46,66,131,226,204,220,53,1
전북특별자치도 고창군 부안면(5279043000),"2,652","2,652",47,174,90,119,240,426,560,524,394,74,4,"1,327","1,327",28,92,53,75,150,256,300,241,117,14,1,"1,325","1,325",19,82,37,44,90,170,260,283,277,60,3
전북특별자치도 부안군 (5280000000),"49,056","49,056","1,902","3,305","3,520","3,213","5,330","8,206","10,342","7,357","5,068",798,15,"24,419","24,419",997,"1,713","2,020","1,746","2,928","4,564","5,234","3,368","1,686",162,1,"24,637","24,637",905,"1,592","1,500","1,467","2,402","3,642","5,108","3,989","3,382",636,14
전북특별자치도 부안군 부안읍(5280025000),"20,516","20,516","1,322","2,204","2,039","1,792","2,873","3,515","3,306","2,058","1,231",171,5,"9,994","9,994",688,"1,130","1,122",901,"1,381","1,766","1,588",943,433,41,1,"10,522","10,522",634,"1,074",917,891,"1,492","1,749","1,718","1,115",798,130,4
전북특별자치도 부안군 주산면(5280031000),"1,743","1,743",34,45,92,79,133,244,450,331,279,55,1,866,866,16,26,60,44,89,144,236,154,85,12,0,877,877,18,19,32,35,44,100,214,177,194,43,1
전북특별자치도 부안군 동진면(5280032000),"2,579","2,579",49,79,136,129,170,434,606,491,418,66,1,"1,317","1,317",27,43,80,83,115,266,334,219,133,17,0,"1,262","1,262",22,36,56,46,55,168,272,272,285,49,1
전북특별자치도 부안군 행안면(5280033000),"2,047","2,047",44,111,97,141,188,351,519,295,249,52,0,"1,068","1,068",16,61,63,81,123,217,286,129,84,8,0,979,979,28,50,34,60,65,134,233,166,165,44,0
전북특별자치도 부안군 계화면(5280034000),"3,050","3,050",64,124,140,151,309,431,706,663,419,42,1,"1,520","1,520",33,56,75,91,202,271,342,292,147,11,0,"1,530","1,530",31,68,65,60,107,160,364,371,272,31,1
전북특별자치도 부안군 보안면(5280035000),"2,284","2,284",24,67,91,90,155,365,608,467,364,53,0,"1,154","1,154",13,35,58,57,108,207,323,222,118,13,0,"1,130","1,130",11,32,33,33,47,158,285,245,246,40,0
전북특별자치도 부안군 변산면(5280036000),"4,174","4,174",110,247,270,255,482,780,994,617,365,53,1,"2,141","2,141",59,122,170,145,294,450,482,290,124,5,0,"2,033","2,033",51,125,100,110,188,330,512,327,241,48,1
전북특별자치도 부안군 진서면(5280037000),"2,209","2,209",52,82,126,102,190,378,614,397,238,28,2,"1,135","1,135",29,52,88,59,101,221,303,203,75,4,0,"1,074","1,074",23,30,38,43,89,157,311,194,163,24,2
전북특별자치도 부안군 백산면(5280038000),"2,374","2,374",29,68,119,102,176,354,568,479,398,81,0,"1,180","1,180",19,41,67,67,119,211,299,210,134,13,0,"1,194","1,194",10,27,52,35,57,143,269,269,264,68,0
전북특별자치도 부안군 상서면(5280039000),"2,064","2,064",42,70,116,109,133,364,496,386,294,54,0,"1,029","1,029",22,37,57,71,79,216,280,168,90,9,0,"1,035","1,035",20,33,59,38,54,148,216,218,204,45,0
전북특별자치도 부안군 하서면(5280040000),"2,468","2,468",43,88,120,116,196,401,572,488,384,57,3,"1,209","1,209",31,46,74,62,111,245,290,214,121,15,0,"1,259","1,259",12,42,46,54,85,156,282,274,263,42,3
전북특별자치도 부안군 줄포면(5280041000),"2,465","2,465",67,92,127,106,214,395,643,461,300,60,0,"1,211","1,211",33,52,77,58,128,225,326,205,97,10,0,"1,254","1,254",34,40,50,48,86,170,317,256,203,50,0
전북특별자치도 부안군 위도면(5280042000),"1,083","1,083",22,28,47,41,111,194,260,224,129,26,1,595,595,11,12,29,27,78,125,145,119,45,4,0,488,488,11,16,18,14,33,69,115,105,84,22,1
전라남도  (4600000000),"1,802,672","1,802,672","106,979","158,558","177,326","169,104","240,377","310,685","306,209","190,205","123,276","19,354",599,"908,705","908,705","54,601","81,542","99,250","89,304","127,471","167,458","157,245","87,633","40,268","3,858",75,"893,967","893,967","52,378","77,016","78,076","79,800","112,906","143,227","148,964","102,572","83,008","15,496",524
전라남도 목포시 (4611000000),"213,983","213,983","13,402","23,197","24,322","21,453","34,482","37,109","31,623","18,573","8,643","1,140",39,"106,310","106,310","6,869","11,855","13,230","10,997","17,723","19,055","14,960","8,286","3,081",249,5,"107,673","107,673","6,533","11,342","11,092","10,456","16,759","18,054","16,663","10,287","5,562",891,34
전라남도 목포시 용당1동(4611051000),"9,652","9,652",351,607,811,765,"1,195","1,612","1,977","1,559",685,85,5,"4,821","4,821",185,309,446,435,682,873,894,701,277,19,0,"4,831","4,831",166,298,365,330,513,739,"1,083",858,408,66,5
전라남도 목포시 용당2동(4611052000),"4,651","4,651",146,236,407,327,524,805,"1,028",796,335,45,2,"2,353","2,353",78,122,240,178,300,464,471,365,128,7,0,"2,298","2,298",68,114,167,149,224,341,557,431,207,38,2
전라남도 목포시 연동(4611053500),"4,065","4,065",86,235,309,246,489,713,828,737,382,39,1,"2,038","2,038",46,110,168,146,309,414,423,301,115,5,1,"2,027","2,027",40,125,141,100,180,299,405,436,267,34,0
전라남도 목포시 산정동(4611054500),"9,100","9,100",546,"1,014",938,887,"1,373","1,599","1,458",840,389,53,3,"4,420","4,420",267,525,499,456,692,790,665,374,135,16,1,"4,680","4,680",279,489,439,431,681,809,793,466,254,37,2
전라남도 목포시 연산동(4611055400),"10,298","10,298","1,241","1,363","1,113","1,483","2,027","1,411",956,481,185,38,0,"5,052","5,052",645,700,595,683,"1,004",692,435,230,62,6,0,"5,246","5,246",596,663,518,800,"1,023",719,521,251,123,32,0
전라남도 목포시 원산동(4611055800),"11,927","11,927",648,"1,288","1,451","1,151","1,800","2,297","1,811",970,456,54,1,"5,832","5,832",324,638,823,613,912,"1,152",821,412,123,13,1,"6,095","6,095",324,650,628,538,888,"1,145",990,558,333,41,0
전라남도 목포시 대성동(4611056500),"4,792","4,792",376,440,457,574,769,756,720,440,234,26,0,"2,400","2,400",205,237,234,280,405,395,348,202,88,6,0,"2,392","2,392",171,203,223,294,364,361,372,238,146,20,0
전라남도 목포시 목원동(4611059500),"6,619","6,619",155,337,496,470,749,"1,131","1,423","1,161",607,85,5,"3,361","3,361",75,184,283,262,437,641,711,525,221,21,1,"3,258","3,258",80,153,213,208,312,490,712,636,386,64,4
전라남도 목포시 동명동(4611064000),"4,754","4,754",130,251,368,298,586,782,934,941,419,44,1,"2,471","2,471",63,130,218,178,364,481,435,409,177,15,1,"2,283","2,283",67,121,150,120,222,301,499,532,242,29,0
