행정구역,행정구역코드,여성출산적령기_20_39세,노인기준_65세_이상,소멸지수,2023년_계_65~69세,2023년_계_70~74세,2023년_계_75~79세,2023년_계_80~84세,2023년_계_85~89세,2023년_계_90~94세,2023년_계_95~99세,2023년_계_100세 이상,2023년_여_20~24세,2023년_여_25~29세,2023년_여_30~34세,2023년_여_35~39세
강원특별자치도 정선군 여량면,5177037000,78,838,0.093078759,273,199,145,127,64,23,5,2,29,16,17,16
강원특별자치도 철원군 ,5178000000,"3,480","11,093",0.313711349,"3,593","2,191","2,178","1,910",839,272,96,14,859,792,978,851
강원특별자치도 철원군 철원읍,5178025000,457,"1,327",0.344385833,395,261,274,243,109,31,13,1,105,112,134,106
강원특별자치도 철원군 김화읍,5178025300,294,870,0.337931034,263,159,160,165,81,29,11,2,49,72,86,87
강원특별자치도 철원군 갈말읍,5178025600,970,"2,956",0.328146143,"1,002",607,587,468,202,62,25,3,234,231,273,232
강원특별자치도 철원군 동송읍,5178025900,"1,155","3,772",0.306203606,"1,257",749,728,651,260,95,28,4,322,235,306,292
강원특별자치도 철원군 서면,5178031000,164,495,0.331313131,139,98,97,97,47,11,5,1,29,48,55,32
강원특별자치도 철원군 서면와수출장소,5178031500,284,941,0.301806589,308,176,180,156,82,25,12,2,82,67,75,60
강원특별자치도 철원군 근남면,5178032000,156,673,0.23179792,218,132,135,113,54,18,2,1,38,27,49,42
강원특별자치도 철원군 근북면,5178033000,0,59,0,11,9,17,17,4,1,0,0,0,0,0,0
강원특별자치도 화천군 ,5179000000,"2,021","6,136",0.329367666,"2,031","1,130","1,061","1,100",577,178,45,14,468,520,545,488
강원특별자치도 화천군 화천읍,5179025000,856,"1,840",0.465217391,575,321,339,373,162,57,7,6,184,222,235,215
강원특별자치도 화천군 간동면,5179031000,94,"1,032",0.091085271,333,181,201,163,100,40,12,2,33,20,20,21
강원특별자치도 화천군 하남면,5179032000,186,860,0.21627907,299,146,144,159,82,25,3,2,54,48,36,48
강원특별자치도 화천군 상서면,5179033000,308,985,0.312690355,331,181,153,182,101,26,8,3,80,80,86,62
강원특별자치도 화천군 사내면,5179034000,577,"1,419",0.406624383,493,301,224,223,132,30,15,1,117,150,168,142
강원특별자치도 양구군 ,5180000000,"1,853","5,278",0.351079955,"1,832",987,916,908,432,163,35,5,380,465,510,498
강원특별자치도 양구군 양구읍,5180025000,"1,421","2,612",0.544027565,958,495,437,429,214,66,10,3,271,347,388,415
강원특별자치도 양구군 국토정중앙면,5180031500,159,"1,152",0.138020833,372,215,204,211,89,46,13,2,43,38,41,37
강원특별자치도 양구군 동면,5180032000,153,644,0.23757764,202,106,119,134,53,22,8,0,35,48,50,20
강원특별자치도 양구군 방산면,5180033000,68,440,0.154545455,161,78,74,65,42,17,3,0,18,17,19,14
강원특별자치도 양구군 해안면,5180034000,52,430,0.120930233,139,93,82,69,34,12,1,0,13,15,12,12
강원특별자치도 인제군 ,5181000000,"2,820","7,627",0.369739085,"2,840","1,513","1,257","1,131",604,203,68,11,558,660,866,736
강원특별자치도 인제군 인제읍,5181025000,990,"2,000",0.495,738,417,339,283,151,51,17,4,185,226,308,271
강원특별자치도 인제군 인제읍귀둔출장소,5181025100,20,181,0.110497238,56,38,42,26,12,6,1,0,7,4,5,4
강원특별자치도 인제군 남면,5181031000,346,"1,023",0.338220919,385,221,135,149,87,37,8,1,71,91,107,77
강원특별자치도 인제군 북면,5181032000,593,"1,983",0.299041856,727,375,341,304,168,44,20,4,128,134,164,167
강원특별자치도 인제군 기린면,5181033000,442,"1,247",0.354450682,480,226,199,189,98,41,14,0,83,101,136,122
강원특별자치도 인제군 서화면,5181034000,275,592,0.464527027,230,106,95,94,47,15,4,1,54,70,91,60
강원특별자치도 인제군 상남면,5181035000,154,601,0.256239601,224,130,106,86,41,9,4,1,30,34,55,35
강원특별자치도 고성군 ,5182000000,"1,991","8,773",0.226946313,"2,799","1,797","1,654","1,444",750,238,78,13,463,483,490,555
강원특별자치도 고성군 간성읍,5182025000,752,"1,695",0.443657817,552,321,325,276,155,47,18,1,171,184,196,201
강원특별자치도 고성군 거진읍,5182025300,278,"2,410",0.115352697,724,486,461,408,233,67,26,5,80,67,55,76
강원특별자치도 고성군 현내면,5182031000,102,"1,001",0.101898102,304,205,188,185,77,35,6,1,15,26,26,35
강원특별자치도 고성군 죽왕면,5182032000,210,"1,275",0.164705882,384,250,237,231,115,47,9,2,58,55,43,54
강원특별자치도 고성군 토성면,5182033000,649,"2,392",0.27132107,835,535,443,344,170,42,19,4,139,151,170,189
강원특별자치도 양양군 ,5183000000,"1,744","9,398",0.185571398,"3,019","1,981","1,774","1,479",783,259,89,14,433,407,441,463
강원특별자치도 양양군 양양읍,5183025000,985,"3,218",0.30609074,"1,082",707,593,488,233,80,30,5,237,222,255,271
강원특별자치도 양양군 서면,5183031000,121,"1,153",0.104943625,336,245,250,189,94,29,9,1,38,30,28,25
강원특별자치도 양양군 손양면,5183032000,141,922,0.152928416,246,175,174,187,100,29,10,1,41,32,36,32
강원특별자치도 양양군 현북면,5183033000,113,"1,109",0.101893598,365,230,222,160,92,32,5,3,24,27,31,31
강원특별자치도 양양군 현남면,5183034000,125,"1,340",0.093283582,411,275,243,208,138,42,23,0,29,23,26,47
강원특별자치도 양양군 강현면,5183035000,259,"1,656",0.156400966,579,349,292,247,126,47,12,4,64,73,65,57
충청북도  ,4300000000,"166,047","332,237",0.499784792,"117,118","73,657","54,776","47,659","27,590","9,289","1,892",256,"37,719","43,341","42,080","42,907"
충청북도 청주시 ,4311000000,"105,276","134,501",0.78271537,"50,304","30,208","21,960","17,717","10,116","3,411",698,87,"22,912","28,181","27,301","26,882"
충청북도 청주시 상당구 ,4311100000,"22,769","35,407",0.643064931,"12,869","7,957","5,818","4,832","2,826",885,196,24,"4,909","5,858","5,946","6,056"
충청북도 청주시 상당구 낭성면,4311131000,89,953,0.093389297,302,208,163,136,112,24,7,1,16,25,24,24
충청북도 청주시 상당구 미원면,4311132000,187,"2,185",0.085583524,688,493,354,332,217,83,16,2,46,51,41,49
충청북도 청주시 상당구 가덕면,4311133000,187,"1,544",0.12111399,504,329,256,232,176,35,11,1,31,61,42,53
충청북도 청주시 상당구 남일면,4311134000,478,"1,980",0.241414141,723,407,268,293,205,74,7,3,102,111,135,130
충청북도 청주시 상당구 문의면,4311135000,165,"1,581",0.104364326,433,318,255,283,209,69,13,1,51,45,39,30
충청북도 청주시 상당구 중앙동,4311152500,879,"1,565",0.561661342,456,351,262,296,157,35,7,1,198,299,228,154
충청북도 청주시 상당구 성안동,4311154500,684,"2,024",0.337944664,652,447,353,297,188,65,22,0,165,233,150,136
충청북도 청주시 상당구 탑대성동,4311162000,"1,194","2,742",0.435448578,883,628,514,403,233,66,14,1,266,348,301,279
충청북도 청주시 상당구 영운동,4311167000,962,"2,596",0.370570108,930,590,477,360,179,49,9,2,225,270,272,195
충청북도 청주시 상당구 금천동,4311168000,"3,237","5,107",0.633835911,"1,837","1,187",943,676,338,101,23,2,845,862,735,795
충청북도 청주시 상당구 용담.명암.산성동,4311169000,"1,249","1,729",0.72238288,621,415,305,217,116,44,8,3,323,282,268,376
충청북도 청주시 상당구 용암1동,4311172000,"7,421","6,902",1.075195595,"2,910","1,545","1,020",799,426,158,39,5,"1,574","1,916","1,909","2,022"
충청북도 청주시 상당구 용암2동,4311173000,"6,037","4,499",1.341853745,"1,930","1,039",648,508,270,82,20,2,"1,067","1,355","1,802","1,813"
충청북도 청주시 서원구 ,4311200000,"21,847","34,177",0.639231062,"12,697","7,778","5,681","4,466","2,509",859,168,19,"5,892","6,174","5,100","4,681"
충청북도 청주시 서원구 남이면,4311231000,830,"2,489",0.333467256,969,529,340,359,204,77,10,1,164,228,224,214
충청북도 청주시 서원구 현도면,4311232000,128,"1,428",0.089635854,420,278,243,241,158,73,14,1,34,34,27,33
충청북도 청주시 서원구 사직1동,4311251000,392,"1,143",0.34295713,428,241,193,157,96,24,4,0,99,112,87,94
충청북도 청주시 서원구 사직2동,4311252000,"1,331","2,394",0.555973266,935,537,382,288,173,64,15,0,255,304,381,391
충청북도 청주시 서원구 사창동,4311253000,"2,430","2,864",0.848463687,977,691,548,405,184,53,5,1,813,798,478,341
충청북도 청주시 서원구 모충동,4311254000,"2,331","3,737",0.623762376,"1,431",823,638,491,243,93,13,5,673,623,604,431
충청북도 청주시 서원구 산남동,4311255000,"2,895","2,872",1.008008357,"1,072",690,468,335,209,82,14,2,762,773,651,709
충청북도 청주시 서원구 분평동,4311256000,"3,253","4,073",0.798674196,"1,462",884,692,565,342,107,19,2,862,937,772,682
충청북도 청주시 서원구 수곡1동,4311257000,"1,351","3,403",0.397002645,"1,187",803,607,464,260,63,15,4,415,427,267,242
충청북도 청주시 서원구 수곡2동,4311258000,"1,498","3,553",0.421615536,"1,314",811,577,484,261,82,23,1,346,420,374,358
충청북도 청주시 서원구 성화.개신.죽림동,4311259000,"5,408","6,221",0.869313615,"2,502","1,491",993,677,379,141,36,2,"1,469","1,518","1,235","1,186"
충청북도 청주시 흥덕구 ,4311300000,"37,566","35,884",1.046873258,"14,171","8,139","5,652","4,373","2,454",889,182,24,"7,273","10,322","10,277","9,694"
충청북도 청주시 흥덕구 오송읍,4311325000,"5,389","3,827",1.4081526,"1,446",843,601,508,298,103,27,1,668,"1,639","1,769","1,313"
충청북도 청주시 흥덕구 강내면,4311331000,"1,041","2,205",0.472108844,774,488,375,283,204,67,11,3,324,274,237,206
충청북도 청주시 흥덕구 옥산면,4311332000,"2,122","2,810",0.755160142,"1,031",654,422,371,238,80,12,2,262,425,661,774
충청북도 청주시 흥덕구 운천.신봉동,4311370000,"1,525","3,135",0.486443381,"1,185",711,530,388,220,81,16,4,394,481,322,328
충청북도 청주시 흥덕구 복대1동,4311374100,"6,583","4,184",1.573374761,"1,730",926,672,497,243,91,23,2,"1,350","1,574","1,719","1,940"
충청북도 청주시 흥덕구 복대2동,4311374200,"2,087","3,161",0.660234103,"1,187",767,551,409,173,62,9,3,670,692,426,299
충청북도 청주시 흥덕구 가경동,4311374700,"6,510","6,819",0.954685438,"2,938","1,530","1,015",736,417,141,39,3,"1,567","1,607","1,584","1,752"
충청북도 청주시 흥덕구 봉명1동,4311375100,"1,481","1,591",0.930861094,659,348,285,182,79,33,4,1,249,566,407,259
충청북도 청주시 흥덕구 봉명2.송정동,4311375600,"3,263","3,023",1.079391333,"1,250",712,446,359,170,71,14,1,585,"1,046",927,705
충청북도 청주시 흥덕구 강서제1동,4311376000,"4,834","4,043",1.195646797,"1,565",920,610,498,302,121,23,4,969,"1,510","1,295","1,060"
충청북도 청주시 흥덕구 강서제2동,4311377000,"2,731","1,086",2.514732965,406,240,145,142,110,39,4,0,235,508,930,"1,058"
충청북도 청주시 청원구 ,4311400000,"23,094","29,033",0.795439672,"10,567","6,334","4,809","4,046","2,327",778,152,20,"4,838","5,827","5,978","6,451"
충청북도 청주시 청원구 내수읍,4311425000,"1,607","4,034",0.398363907,"1,427",796,688,606,356,134,22,5,415,430,385,377
충청북도 청주시 청원구 오창읍,4311425300,"8,989","6,177",1.45523717,"2,358","1,417",938,787,472,163,40,2,"1,269","1,988","2,571","3,161"
충청북도 청주시 청원구 북이면,4311431000,189,"1,884",0.100318471,595,385,315,298,205,76,8,2,42,52,51,44
충청북도 청주시 청원구 우암동,4311451000,"1,702","3,102",0.548678272,972,697,579,491,273,77,12,1,600,483,369,250
충청북도 청주시 청원구 내덕1동,4311452000,683,"2,440",0.279918033,801,548,431,409,177,61,12,1,179,212,150,142
충청북도 청주시 청원구 내덕2동,4311453000,"1,557","2,699",0.576880326,888,616,520,391,220,51,12,1,507,396,347,307
충청북도 청주시 청원구 율량.사천동,4311454000,"6,310","6,456",0.977385378,"2,698","1,385",976,776,431,153,31,6,"1,441","1,810","1,604","1,455"
충청북도 청주시 청원구 오근장동,4311455000,"2,057","2,241",0.917893797,828,490,362,288,193,63,15,2,385,456,501,715
충청북도 충주시 ,4313000000,"19,214","48,022",0.400108284,"16,608","10,353","8,079","7,190","4,082","1,390",277,43,"4,519","4,839","4,821","5,035"
충청북도 충주시 주덕읍,4313025000,245,"1,861",0.131649651,614,390,290,293,189,70,14,1,72,72,47,54
충청북도 충주시 살미면,4313031000,74,924,0.08008658,300,217,159,128,75,35,5,5,17,20,23,14
충청북도 충주시 수안보면,4313032500,119,"1,259",0.09451946,424,278,200,212,99,34,12,0,24,39,29,27
충청북도 충주시 대소원면,4313033500,"1,064","1,866",0.570203644,704,372,274,251,191,61,12,1,274,262,264,264
충청북도 충주시 신니면,4313035000,82,"1,350",0.060740741,420,270,210,249,135,55,10,1,17,18,25,22
충청북도 충주시 노은면,4313036000,69,"1,116",0.061827957,364,246,186,168,110,34,7,1,15,20,17,17
충청북도 충주시 앙성면,4313037000,144,"1,808",0.079646018,606,362,318,269,159,80,14,0,37,38,33,36
충청북도 충주시 중앙탑면,4313038500,"2,058","1,590",1.294339623,606,353,241,205,134,42,9,0,188,354,761,755
충청북도 충주시 금가면,4313039000,382,969,0.394220846,322,184,165,160,102,33,3,0,81,103,116,82
충청북도 충주시 동량면,4313040000,152,"1,515",0.100330033,465,295,257,263,157,61,16,1,46,41,35,30
충청북도 충주시 산척면,4313041000,75,"1,006",0.074552684,296,198,171,166,130,35,10,0,19,28,12,16
충청북도 충주시 엄정면,4313042000,108,"1,444",0.074792244,472,283,213,243,157,61,11,4,31,23,28,26
충청북도 충주시 소태면,4313043000,61,917,0.066521265,317,171,136,164,92,32,5,0,9,21,15,16
충청북도 충주시 성내.충인동,4313051500,182,894,0.203579418,266,195,176,141,85,22,8,1,48,59,42,33
충청북도 충주시 교현.안림동,4313053500,"1,991","4,796",0.415137615,"1,691","1,032",844,702,387,116,18,6,502,520,438,531
충청북도 충주시 교현2동,4313054000,501,"1,999",0.250625313,611,462,372,299,190,52,12,1,157,150,109,85
충청북도 충주시 용산동,4313055000,"1,300","2,347",0.553898594,795,514,400,382,187,57,10,2,355,314,267,364
충청북도 충주시 지현동,4313056000,425,"1,436",0.295961003,453,306,275,241,117,39,5,0,117,120,86,102
충청북도 충주시 문화동,4313057100,690,"2,958",0.23326572,956,737,529,418,230,67,17,4,181,193,174,142
충청북도 충주시 호암.직동,4313058000,"2,964","2,391",1.239648683,974,508,392,301,144,60,9,3,567,679,865,853
충청북도 충주시 달천동,4313060500,365,"1,252",0.291533546,423,235,230,201,115,37,11,0,202,85,45,33
충청북도 충주시 봉방동,4313061000,751,"2,186",0.343549863,753,527,403,312,137,43,7,4,193,213,166,179
충청북도 충주시 칠금.금릉동,4313062500,"1,359","2,489",0.546002411,918,507,452,343,199,55,13,2,376,390,303,290
충청북도 충주시 연수동,4313063000,"3,468","6,569",0.527934237,"2,474","1,477","1,014",921,472,172,34,5,848,949,763,908
충청북도 충주시 목행.용탄동,4313064000,585,"1,080",0.541666667,384,234,172,158,89,37,5,1,143,128,158,156
충청북도 제천시 ,4315000000,"11,537","33,722",0.342120871,"11,884","7,687","5,639","4,873","2,642",803,166,28,"3,460","2,779","2,541","2,757"
충청북도 제천시 봉양읍,4315025000,359,"2,659",0.135013163,950,571,416,395,226,84,14,3,93,99,85,82
충청북도 제천시 금성면,4315031000,70,837,0.083632019,277,183,115,135,87,35,3,2,17,17,20,16
충청북도 제천시 청풍면,4315032000,48,570,0.084210526,190,115,96,95,60,11,2,1,13,15,11,9
충청북도 제천시 수산면,4315033000,45,992,0.045362903,326,228,171,149,90,23,5,0,14,8,14,9
충청북도 제천시 덕산면,4315034000,74,970,0.07628866,297,225,175,161,72,31,9,0,20,14,15,25
충청북도 제천시 한수면,4315035000,15,296,0.050675676,110,65,41,38,29,8,4,1,3,3,6,3
충청북도 제천시 백운면,4315036000,108,"1,574",0.068614994,545,340,231,249,149,50,10,0,27,22,31,28
충청북도 제천시 송학면,4315038000,233,"1,947",0.119671289,666,434,326,290,167,52,11,1,102,57,33,41
충청북도 제천시 교동,4315051000,"1,773","3,052",0.580930537,"1,194",723,471,417,191,51,2,3,506,399,411,457
충청북도 제천시 의림지동,4315051800,"1,118","1,876",0.595948827,721,417,280,250,143,46,17,2,423,239,224,232
충청북도 제천시 중앙동,4315052800,437,"1,798",0.243047831,588,444,324,279,119,32,11,1,132,132,88,85
충청북도 제천시 남현동,4315053700,371,"1,590",0.233333333,545,384,304,214,118,17,7,1,100,120,82,69
충청북도 제천시 영서동,4315054700,845,"2,420",0.349173554,811,560,438,356,182,57,13,3,175,198,218,254
충청북도 제천시 용두동,4315056000,"2,440","3,211",0.759887885,"1,204",683,515,424,283,86,15,1,958,533,466,483
충청북도 제천시 신백동,4315057700,899,"2,370",0.379324895,789,573,394,371,179,49,14,1,254,254,202,189
충청북도 제천시 청전동,4315059000,"1,242","4,475",0.277541899,"1,619","1,071",783,573,313,92,20,4,350,358,263,271
충청북도 제천시 화산동,4315060500,"1,460","3,085",0.473257699,"1,052",671,559,477,234,79,9,4,273,311,372,504
충청북도 보은군 ,4372000000,"1,625","12,177",0.133448304,"3,728","2,530","1,969","2,046","1,281",509,106,8,441,360,364,460
충청북도 보은군 보은읍,4372025000,"1,037","4,217",0.245909414,"1,341",908,692,646,429,171,25,5,270,229,228,310
충청북도 보은군 속리산면,4372031500,58,799,0.072590738,243,186,138,148,54,18,11,1,24,16,10,8
충청북도 보은군 장안면,4372032500,76,525,0.144761905,159,93,87,114,44,24,4,0,23,17,19,17
충청북도 보은군 마로면,4372033000,69,"1,088",0.063419118,335,206,191,181,126,38,10,1,21,14,14,20
충청북도 보은군 탄부면,4372034000,39,866,0.045034642,230,161,146,160,114,47,8,0,12,10,8,9
충청북도 보은군 삼승면,4372035000,120,973,0.123329908,281,204,149,184,118,33,4,0,32,32,30,26
충청북도 보은군 수한면,4372036000,65,875,0.074285714,277,199,124,145,80,40,10,0,17,12,16,20
충청북도 보은군 회남면,4372037000,14,387,0.036175711,145,95,45,50,37,14,1,0,0,3,6,5
충청북도 보은군 회인면,4372038500,44,838,0.052505967,230,182,138,131,108,37,11,1,11,7,10,16
충청북도 보은군 내북면,4372039000,55,800,0.06875,229,147,136,145,79,55,9,0,13,12,13,17
